Dato,ALT,DF,EL,KD,KF,LA,NB,RV,S,SF,UFG,V,udpeget af SF,Date
2018-02-28,0.09090909090909091,-0.1875,-0.3,0.0,0.0,0.0,0.0,0.0,-0.043478260869565216,0.0,0.0,0.0,0.0,2018-02-28
2018-03-31,0.0,0.1111111111111111,-0.2,0.0,-1.0,0.0,0.0,-1.2,-0.125,-0.5833333333333334,0.0,0.0,0.0,2018-03-31
2018-04-30,-0.5,-0.7142857142857143,0.125,0.0,-3.0,0.0,0.0,0.0,-0.03125,0.07692307692307693,0.0,0.0,0.0,2018-04-30
2018-05-31,0.2857142857142857,-0.14634146341463414,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,-0.05263157894736842,0.0,0.0,0.0,0.0,2018-05-31
2018-06-30,1.0,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0,-1.0,-0.125,0.0,0.0,0.0,0.0,2018-06-30
2018-07-31,0.0,-0.3333333333333333,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-31
2018-08-31,-0.3333333333333333,0.5,-0.5454545454545454,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,-0.08,0.0,0.0,0.0,2018-08-31
2018-09-30,0.0,-0.3333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,-0.07692307692307693,-0.07142857142857142,0.0,0.0,0.0,2018-09-30
2018-10-31,-0.5555555555555556,-0.5,-0.125,0.0,0.0,0.0,0.0,-1.0,-0.11666666666666667,0.0,0.0,0.0,0.0,2018-10-31
2018-11-30,-0.4,-0.05,-0.5454545454545454,0.0,0.0,0.0,0.0,0.0,-0.11940298507462686,-0.4166666666666667,0.0,0.0,0.0,2018-11-30
2018-12-31,0.0,-0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,-0.375,0.0,0.0,0.0,0.0,2018-12-31
2019-01-31,0.0,-0.21052631578947367,-0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.1111111111111111,0.0,0.0,0.0,2019-01-31
2019-02-28,-1.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.05555555555555555,0.08,0.0,0.0,0.0,2019-02-28
2019-03-31,0.0,-0.2222222222222222,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,-0.14666666666666667,0.3333333333333333,0.0,0.0,0.0,2019-03-31
2019-04-30,0.0,0.05263157894736842,-0.09090909090909091,0.0,0.0,0.0,0.0,0.0,-0.08,-0.11764705882352941,0.0,0.0,0.0,2019-04-30
2019-05-31,0.0,-0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.6666666666666666,0.0,0.0,0.0,2019-05-31
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-30
2019-07-31,0.0,-0.45,-1.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,0.0,2019-07-31
2019-08-31,0.0,-0.3684210526315789,-0.0625,0.0,-0.3,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,0.08955223880597014,0.0,2019-08-31
2019-09-30,0.45454545454545453,0.0,-0.1111111111111111,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,2019-09-30
2019-10-31,-0.4,0.11764705882352941,-0.06666666666666667,0.0,-0.08695652173913043,0.0,0.0,0.06666666666666667,0.0,-0.3333333333333333,0.0,-0.12844036697247707,0.0,2019-10-31
2019-11-30,-0.4,-0.45,-0.375,0.0,0.0,0.0,-0.25,0.0,0.0,0.1111111111111111,0.0,-0.45161290322580644,0.0,2019-11-30
